request_id,created_at,closed_at,status,priority,category,subcategory,location,team,owner,channel,sla_hours,resolution_hours,reopened,satisfaction_score,last_updated_at,source_system
SR-100706,2026-06-29T07:40:54.728642Z,2026-07-02T01:15:21.293944Z,Closed,Normal,Permit & Compliance,Application status,Remote,Compliance Services,G. Baker,Web,48,65.57,No,,2026-07-02T01:15:21.293944Z,Field App
SR-100712,2026-06-29T08:07:23.860149Z,2026-06-29T22:01:51.900912Z,Closed,High,Account Access,Identity verification,Central Service Center,Technical Support,A. Patel,Phone,16,13.91,No,,2026-06-29T22:01:51.900912Z,Contact Center
SR-100707,2026-06-29T09:11:41.979528Z,2026-07-01T09:29:28.395286Z,Closed,Normal,Permit & Compliance,Application status,Central Service Center,Compliance Services,F. Wright,Phone,48,48.30,No,3,2026-07-01T09:29:28.395286Z,Contact Center
SR-100709,2026-06-29T09:35:31.395786Z,2026-06-30T00:52:54.355161Z,Closed,High,Account Access,Identity verification,South Service Center,Technical Support,A. Patel,Mobile,16,15.29,No,5,2026-06-30T00:52:54.355161Z,Service Portal
SR-100708,2026-06-29T10:13:08.314425Z,2026-06-30T22:06:59.885486Z,Closed,High,Delivery & Fulfillment,Damaged item,North Service Center,Customer Care,D. Wilson,Web,16,35.90,No,4,2026-06-30T22:06:59.885486Z,Contact Center
SR-100711,2026-06-29T11:20:04.407757Z,2026-07-05T09:52:15.687248Z,Closed,Normal,Equipment & Maintenance,Device repair,South Service Center,Field Operations,H. Clark,Mobile,48,142.54,No,4,2026-07-05T09:52:15.687248Z,Field App
SR-100710,2026-06-29T13:56:28.000183Z,2026-06-30T17:03:33.634582Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,D. Wilson,Web,48,27.12,No,4,2026-06-30T17:03:33.634582Z,Service Portal
SR-100714,2026-06-30T08:27:31.267836Z,2026-06-30T20:19:36.159934Z,Closed,High,Delivery & Fulfillment,Late delivery,North Service Center,Customer Care,B. Martin,Phone,16,11.87,No,3,2026-06-30T20:19:36.159934Z,Contact Center
SR-100726,2026-06-30T09:00:08.145928Z,2026-06-30T19:09:02.212913Z,Closed,Normal,Account Access,Permission request,North Service Center,Technical Support,S. Rivera,Email,48,10.15,No,4,2026-06-30T19:09:02.212913Z,Service Portal
SR-100719,2026-06-30T10:28:45.064403Z,2026-07-03T19:21:16.374300Z,Closed,Low,Permit & Compliance,Policy clarification,West Service Center,Compliance Services,O. Scott,Web,96,80.88,No,4,2026-07-03T19:21:16.374300Z,Service Portal
SR-100725,2026-06-30T12:10:59.135119Z,2026-07-04T02:06:09.901762Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,North Service Center,Field Operations,V. Hall,Mobile,48,85.92,No,4,2026-07-04T02:06:09.901762Z,Field App
SR-100715,2026-06-30T12:12:55.498084Z,2026-07-02T12:32:26.893810Z,Closed,Normal,Permit & Compliance,Policy clarification,,Compliance Services,F. Wright,Email,48,48.33,No,4,2026-07-02T12:32:26.893810Z,Service Portal
SR-100717,2026-06-30T13:40:09.909345Z,2026-07-04T06:03:45.419367Z,Closed,Normal,Permit & Compliance,Policy clarification,North Service Center,Compliance Services,I. Adams,Phone,48,88.39,No,4,2026-07-04T06:03:45.419367Z,Service Portal
SR-100718,2026-06-30T14:04:12.007090Z,2026-07-04T21:09:40.141727Z,Closed,Normal,Delivery & Fulfillment,Address correction,West Service Center,Customer Care,D. Wilson,Phone,48,103.09,No,3,2026-07-04T21:09:40.141727Z,Contact Center
SR-100722,2026-06-30T14:30:36.687600Z,2026-06-30T20:14:29.924455Z,Closed,Critical,General Inquiry,Feedback,South Service Center,Customer Care,K. Johnson,Email,4,5.73,No,4,2026-06-30T20:14:29.924455Z,Service Portal
SR-100716,2026-06-30T15:33:36.121316Z,2026-07-01T09:50:31.143602Z,Closed,Critical,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,K. Johnson,Email,4,18.28,No,4,2026-07-01T09:50:31.143602Z,Contact Center
SR-100720,2026-06-30T18:11:54.956734Z,2026-07-04T07:05:42.427302Z,Closed,Normal,Delivery & Fulfillment,Late delivery,South Service Center,Customer Care,E. Thompson,Phone,48,84.90,No,3,2026-07-04T07:05:42.427302Z,Field App
SR-100721,2026-06-30T18:19:31.468196Z,2026-07-01T20:14:08.074945Z,Closed,Normal,General Inquiry,Service information,North Service Center,Customer Care,D. Wilson,Phone,48,25.91,No,4,2026-07-01T20:14:08.074945Z,Field App
SR-100713,2026-06-30T18:35:52.793559Z,2026-07-01T07:04:02.872620Z,Closed,Critical,Billing & Payments,Payment failure,Remote,Billing Operations,T. Nguyen,Phone,4,12.47,No,,2026-07-01T07:04:02.872620Z,Service Portal
SR-100723,2026-06-30T18:55:11.447579Z,2026-07-01T10:57:00.677261Z,Closed,Normal,Account Access,Identity verification,Remote,Technical Support,S. Rivera,Email,48,16.03,No,,2026-07-01T10:57:00.677261Z,Service Portal
SR-100724,2026-06-30T19:07:00.050343Z,2026-07-02T00:57:41.559031Z,Closed,Normal,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,D. Wilson,Phone,48,29.84,No,4,2026-07-02T00:57:41.559031Z,Field App
SR-100733,2026-07-01T08:28:59.500956Z,2026-07-02T00:02:48.525879Z,Closed,Normal,Account Access,Permission request,North Service Center,Technical Support,S. Rivera,Email,48,15.56,No,,2026-07-02T00:02:48.525879Z,Service Portal
SR-100730,2026-07-01T10:26:59.024309Z,2026-07-01T21:45:00.465229Z,Closed,Normal,Account Access,Password reset,West Service Center,Technical Support,A. Patel,Web,48,11.30,No,3,2026-07-01T21:45:00.465229Z,Service Portal
SR-100727,2026-07-01T10:29:17.913453Z,2026-07-01T20:06:31.086411Z,Closed,Normal,Account Access,Identity verification,Remote,Technical Support,A. Patel,Email,48,9.62,No,4,2026-07-01T20:06:31.086411Z,Contact Center
SR-100731,2026-07-01T17:22:00.091706Z,2026-07-03T17:01:38.595937Z,Closed,Low,Permit & Compliance,Documentation review,Remote,Compliance Services,F. Wright,Walk-in,96,47.66,No,4,2026-07-03T17:01:38.595937Z,Service Portal
SR-100729,2026-07-01T18:21:12.776806Z,2026-07-02T03:15:55.881863Z,Closed,Low,Account Access,Permission request,Central Service Center,Technical Support,A. Patel,Walk-in,96,8.91,No,4,2026-07-02T03:15:55.881863Z,Service Portal
SR-100732,2026-07-01T18:37:45.325221Z,2026-07-02T05:14:24.630630Z,Closed,Normal,Billing & Payments,Invoice question,North Service Center,Billing Operations,C. Davis,Web,48,10.61,Yes,5,2026-07-02T05:14:24.630630Z,Contact Center
SR-100734,2026-07-01T19:52:06.109781Z,2026-07-02T03:04:53.038712Z,Closed,High,General Inquiry,Feedback,West Service Center,Customer Care,D. Wilson,Walk-in,16,7.21,No,5,2026-07-02T03:04:53.038712Z,Service Portal
SR-100728,2026-07-01T20:33:32.974022Z,2026-07-02T17:35:16.346308Z,Closed,High,Billing & Payments,Invoice question,Remote,Billing Operations,C. Davis,Email,16,21.03,No,3,2026-07-02T17:35:16.346308Z,Contact Center
SR-100740,2026-07-02T08:06:30.151226Z,2026-07-05T00:57:02.279604Z,Closed,High,Equipment & Maintenance,Device repair,Remote,Field Operations,P. Garcia,Web,16,64.84,No,3,2026-07-05T00:57:02.279604Z,Service Portal
SR-100743,2026-07-02T09:10:31.783468Z,2026-07-06T00:38:35.514531Z,Closed,Normal,Permit & Compliance,Policy clarification,North Service Center,Compliance Services,O. Scott,Mobile,48,87.47,No,,2026-07-06T00:38:35.514531Z,Field App
SR-100744,2026-07-02T12:28:40.949953Z,2026-07-05T18:44:41.049250Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,North Service Center,Field Operations,H. Clark,Web,48,78.27,No,4,2026-07-05T18:44:41.049250Z,Service Portal
SR-100735,2026-07-02T13:47:13.372185Z,2026-07-03T02:10:33.242706Z,Closed,High,Billing & Payments,Refund request,Remote,Billing Operations,T. Nguyen,Walk-in,16,12.39,No,,2026-07-03T02:10:33.242706Z,Field App
SR-100737,2026-07-02T14:40:58.729530Z,2026-07-03T20:37:30.377327Z,Closed,High,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,I. Adams,Web,16,29.94,No,4,2026-07-03T20:37:30.377327Z,Contact Center
SR-100738,2026-07-02T14:55:39.970362Z,2026-07-10T08:56:36.666131Z,Closed,Normal,Delivery & Fulfillment,Damaged item,West Service Center,Customer Care,E. Thompson,Phone,48,186.02,No,3,2026-07-10T08:56:36.666131Z,Service Portal
SR-100736,2026-07-02T15:34:54.991176Z,2026-07-03T00:20:08.268520Z,Closed,Normal,General Inquiry,Feedback,Central Service Center,Customer Care,B. Martin,Email,48,8.75,No,4,2026-07-03T00:20:08.268520Z,Contact Center
SR-100742,2026-07-02T17:23:07.841529Z,2026-07-03T04:56:00.028168Z,Closed,High,Account Access,Password reset,Central Service Center,Technical Support,A. Patel,Web,16,11.55,No,5,2026-07-03T04:56:00.028168Z,Service Portal
SR-100739,2026-07-02T18:54:18.249502Z,2026-07-04T02:50:46.557251Z,Closed,Normal,Billing & Payments,Refund request,Central Service Center,Billing Operations,C. Davis,Phone,48,31.94,No,,2026-07-04T02:50:46.557251Z,Service Portal
SR-100741,2026-07-02T19:49:54.824050Z,2026-07-04T09:59:04.428266Z,Closed,Low,Billing & Payments,Invoice question,Central Service Center,Billing Operations,R. Williams,Web,96,38.15,No,4,2026-07-04T09:59:04.428266Z,Service Portal
SR-100750,2026-07-03T08:02:49.140791Z,2026-07-05T14:26:57.400049Z,Closed,Low,General Inquiry,Status request,South Service Center,Customer Care,D. Wilson,Phone,96,54.40,No,,2026-07-05T14:26:57.400049Z,Contact Center
SR-100752,2026-07-03T08:22:34.250013Z,2026-07-03T22:36:10.936853Z,Closed,Normal,Billing & Payments,Refund request,Central Service Center,Billing Operations,R. Williams,Mobile,48,14.23,No,4,2026-07-03T22:36:10.936853Z,Contact Center
SR-100755,2026-07-03T11:06:04.879105Z,2026-07-04T11:36:15.543506Z,Closed,Normal,Billing & Payments,Payment failure,South Service Center,Billing Operations,R. Williams,Mobile,48,24.50,Yes,4,2026-07-04T11:36:15.543506Z,Field App
SR-100745,2026-07-03T12:43:10.011304Z,2026-07-03T21:36:04.063872Z,Closed,Normal,Account Access,Password reset,South Service Center,Technical Support,J. Brooks,Web,48,8.88,No,,2026-07-03T21:36:04.063872Z,Service Portal
SR-100746,2026-07-03T12:57:09.911396Z,2026-07-03T21:00:39.316399Z,Closed,Normal,General Inquiry,Service information,West Service Center,,B. Martin,Walk-in,48,8.06,No,,2026-07-03T21:00:39.316399Z,Contact Center
SR-100753,2026-07-03T17:04:23.190725Z,2026-07-05T14:28:22.695675Z,Closed,Low,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,N. Lewis,Walk-in,96,45.40,No,5,2026-07-05T14:28:22.695675Z,Service Portal
SR-100747,2026-07-03T17:10:01.936136Z,2026-07-05T05:04:45.126252Z,Closed,Low,Billing & Payments,Refund request,Remote,Billing Operations,R. Williams,Web,96,35.91,No,4,2026-07-05T05:04:45.126252Z,Service Portal
SR-100751,2026-07-03T17:26:55.863393Z,2026-07-04T21:09:23.303769Z,Closed,Normal,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,P. Garcia,Web,48,27.71,No,4,2026-07-04T21:09:23.303769Z,Service Portal
SR-100748,2026-07-03T17:42:16.884190Z,2026-07-07T18:59:53.308157Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,West Service Center,Field Operations,P. Garcia,Mobile,48,97.29,No,4,2026-07-07T18:59:53.308157Z,Service Portal
SR-100749,2026-07-03T20:50:10.418771Z,2026-07-04T06:26:16.225115Z,Closed,High,Account Access,Password reset,Central Service Center,Technical Support,M. Chen,Web,16,9.60,No,5,2026-07-04T06:26:16.225115Z,Service Portal
SR-100754,2026-07-03T20:58:03.723951Z,2026-07-05T01:16:38.641921Z,Closed,Normal,Account Access,Password reset,West Service Center,Technical Support,A. Patel,Phone,48,28.31,No,5,2026-07-05T01:16:38.641921Z,Service Portal
SR-100761,2026-07-04T07:28:43.764994Z,2026-07-06T02:46:53.405388Z,Closed,Low,Billing & Payments,Payment failure,West Service Center,Billing Operations,R. Williams,Web,96,43.30,No,4,2026-07-06T02:46:53.405388Z,Service Portal
SR-100758,2026-07-04T09:50:25.132853Z,2026-07-05T19:48:57.230719Z,Closed,High,Billing & Payments,Invoice question,Central Service Center,Billing Operations,T. Nguyen,Mobile,16,33.98,No,4,2026-07-05T19:48:57.230719Z,Contact Center
SR-100760,2026-07-04T12:16:33.704082Z,2026-07-04T17:17:40.313921Z,Closed,Normal,General Inquiry,Service information,Central Service Center,Customer Care,E. Thompson,Mobile,48,5.02,No,5,2026-07-04T17:17:40.313921Z,Service Portal
SR-100757,2026-07-04T12:27:43.151440Z,2026-07-06T14:10:24.808164Z,Closed,Normal,Permit & Compliance,Application status,Central Service Center,Compliance Services,O. Scott,Phone,48,49.71,No,3,2026-07-06T14:10:24.808164Z,Contact Center
SR-100762,2026-07-04T12:55:04.223818Z,2026-07-05T04:10:24.676942Z,Closed,Normal,Account Access,Permission request,South Service Center,Technical Support,M. Chen,Mobile,48,15.26,No,,2026-07-05T04:10:24.676942Z,Service Portal
SR-100763,2026-07-04T14:19:34.449150Z,2026-07-05T04:02:14.720260Z,Closed,Normal,Billing & Payments,Invoice question,Remote,Billing Operations,R. Williams,Phone,48,13.71,No,,2026-07-05T04:02:14.720260Z,Service Portal
SR-100756,2026-07-04T15:11:07.639104Z,2026-07-06T05:36:49.784339Z,Closed,High,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,V. Hall,Mobile,16,38.43,No,4,2026-07-06T05:36:49.784339Z,Contact Center
SR-100759,2026-07-04T19:02:35.067902Z,2026-07-06T09:44:20.705489Z,Closed,Normal,General Inquiry,Feedback,West Service Center,Customer Care,B. Martin,Phone,48,38.70,No,4,2026-07-06T09:44:20.705489Z,Service Portal
SR-100765,2026-07-05T11:41:22.586649Z,2026-07-10T08:15:38.737340Z,Closed,Low,Permit & Compliance,Application status,West Service Center,Compliance Services,I. Adams,Web,96,116.57,No,3,2026-07-10T08:15:38.737340Z,Service Portal
SR-100766,2026-07-05T15:30:07.963709Z,2026-07-05T21:11:38.729240Z,Closed,High,General Inquiry,Status request,North Service Center,Customer Care,B. Martin,Phone,16,5.69,No,,2026-07-05T21:11:38.729240Z,Contact Center
SR-100767,2026-07-05T15:31:10.646171Z,2026-07-08T22:27:47.880574Z,Closed,Normal,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,F. Wright,Phone,48,78.94,No,2,2026-07-08T22:27:47.880574Z,Contact Center
SR-100764,2026-07-05T16:00:03.468111Z,2026-07-06T21:59:01.254534Z,Closed,Low,Billing & Payments,Invoice question,Central Service Center,Billing Operations,C. Davis,Web,96,29.98,Yes,4,2026-07-06T21:59:01.254534Z,Contact Center
SR-100768,2026-07-05T16:49:48.015088Z,2026-07-08T01:39:18.087433Z,Closed,Normal,Permit & Compliance,Documentation review,North Service Center,Compliance Services,F. Wright,Phone,48,56.83,No,4,2026-07-08T01:39:18.087433Z,Service Portal
SR-100776,2026-07-06T07:47:25.444104Z,2026-07-06T20:11:29.472721Z,Closed,Normal,Billing & Payments,Refund request,South Service Center,Billing Operations,R. Williams,Email,48,12.40,No,4,2026-07-06T20:11:29.472721Z,Service Portal
SR-100779,2026-07-06T09:00:20.742370Z,2026-07-10T09:00:43.242085Z,Closed,Low,Billing & Payments,Refund request,Central Service Center,Billing Operations,T. Nguyen,Web,96,96.01,No,,2026-07-10T09:00:43.242085Z,Service Portal
SR-100774,2026-07-06T10:54:24.858161Z,2026-07-11T16:22:27.595575Z,Closed,Low,Permit & Compliance,Documentation review,South Service Center,Compliance Services,G. Baker,Phone,96,125.47,No,3,2026-07-11T16:22:27.595575Z,Service Portal
SR-100778,2026-07-06T11:30:26.521554Z,2026-07-07T09:14:51.097174Z,Closed,Low,Account Access,Permission request,West Service Center,Technical Support,A. Patel,Walk-in,96,21.74,No,,2026-07-07T09:14:51.097174Z,Field App
SR-100777,2026-07-06T11:59:48.711939Z,2026-07-07T18:26:41.500838Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,E. Thompson,Phone,48,30.45,No,4,2026-07-07T18:26:41.500838Z,Field App
SR-100771,2026-07-06T12:46:41.551721Z,2026-07-07T19:34:04.332404Z,Closed,Normal,Delivery & Fulfillment,Address correction,North Service Center,Customer Care,K. Johnson,Email,48,30.79,No,4,2026-07-07T19:34:04.332404Z,Service Portal
SR-100769,2026-07-06T13:20:52.181564Z,2026-07-06T21:29:06.900921Z,Closed,Critical,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,K. Johnson,Email,4,8.14,Yes,,2026-07-06T21:29:06.900921Z,Contact Center
SR-100772,2026-07-06T13:30:54.098305Z,2026-07-09T17:05:55.787354Z,Closed,Normal,Equipment & Maintenance,Replacement request,Central Service Center,Field Operations,V. Hall,Email,48,75.58,No,5,2026-07-09T17:05:55.787354Z,Service Portal
SR-100775,2026-07-06T13:37:59.343193Z,2026-07-07T13:36:40.378264Z,Closed,Normal,Account Access,Password reset,South Service Center,Technical Support,J. Brooks,Web,48,23.98,No,3,2026-07-07T13:36:40.378264Z,Service Portal
SR-100773,2026-07-06T15:07:22.435207Z,2026-07-11T15:54:48.576079Z,Closed,Low,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,B. Martin,Phone,96,120.79,No,4,2026-07-11T15:54:48.576079Z,Contact Center
SR-100781,2026-07-06T17:02:37.784484Z,2026-07-09T02:43:13.006494Z,Closed,Normal,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,D. Wilson,Email,48,57.68,No,3,2026-07-09T02:43:13.006494Z,Service Portal
SR-100780,2026-07-06T17:10:59.412027Z,2026-07-07T23:03:55.540690Z,Closed,Normal,Billing & Payments,Invoice question,West Service Center,Billing Operations,L. Moore,Phone,48,29.88,No,,2026-07-07T23:03:55.540690Z,Contact Center
SR-100770,2026-07-06T18:27:01.097039Z,2026-07-09T13:21:59.383153Z,Closed,Low,Delivery & Fulfillment,Address correction,West Service Center,Customer Care,K. Johnson,Web,96,66.92,No,5,2026-07-09T13:21:59.383153Z,Contact Center
SR-100791,2026-07-07T07:55:09.172454Z,2026-07-07T16:51:57.210625Z,Closed,Normal,Account Access,Identity verification,South Service Center,Technical Support,J. Brooks,Mobile,48,8.95,No,,2026-07-07T16:51:57.210625Z,Field App
SR-100793,2026-07-07T09:05:57.990017Z,2026-07-09T00:28:41.857543Z,Closed,Low,Permit & Compliance,Documentation review,Remote,Compliance Services,F. Wright,Email,96,39.38,No,4,2026-07-09T00:28:41.857543Z,Service Portal
SR-100785,2026-07-07T09:39:37.638061Z,2026-07-14T13:16:38.165743Z,Closed,Normal,Equipment & Maintenance,Replacement request,Central Service Center,Field Operations,H. Clark,Phone,48,171.62,No,,2026-07-14T13:16:38.165743Z,Field App
SR-100788,2026-07-07T10:49:33.263912Z,2026-07-08T02:32:38.319054Z,Closed,Normal,General Inquiry,Feedback,West Service Center,Customer Care,D. Wilson,Phone,48,15.72,No,,2026-07-08T02:32:38.319054Z,Service Portal
SR-100784,2026-07-07T11:32:20.614141Z,2026-07-08T04:25:34.510270Z,Closed,High,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,B. Martin,Web,16,16.89,No,3,2026-07-08T04:25:34.510270Z,Service Portal
SR-100783,2026-07-07T11:34:33.026310Z,2026-07-09T09:05:02.945665Z,Closed,Low,Billing & Payments,Refund request,North Service Center,Billing Operations,C. Davis,Email,96,45.51,No,4,2026-07-09T09:05:02.945665Z,Contact Center
SR-100796,2026-07-07T12:04:44.462950Z,2026-07-08T21:42:28.716115Z,Closed,Normal,Billing & Payments,Payment failure,West Service Center,Billing Operations,R. Williams,Phone,48,33.63,No,,2026-07-08T21:42:28.716115Z,Contact Center
SR-100782,2026-07-07T13:08:22.782054Z,2026-07-07T22:26:23.474974Z,Closed,High,Account Access,Identity verification,South Service Center,Technical Support,J. Brooks,Mobile,16,9.30,No,,2026-07-07T22:26:23.474974Z,Service Portal
SR-100787,2026-07-07T13:32:49.062308Z,2026-07-12T04:26:35.190685Z,Closed,Normal,Permit & Compliance,Policy clarification,North Service Center,Compliance Services,G. Baker,Mobile,48,110.90,No,4,2026-07-12T04:26:35.190685Z,Service Portal
SR-100786,2026-07-07T14:04:55.709931Z,2026-07-09T02:18:01.416043Z,Closed,Normal,Billing & Payments,Payment failure,Central Service Center,Billing Operations,R. Williams,Phone,48,36.22,No,5,2026-07-09T02:18:01.416043Z,Service Portal
SR-100794,2026-07-07T16:03:28.976945Z,2026-07-08T07:19:41.206112Z,Closed,Normal,Account Access,Password reset,North Service Center,Technical Support,S. Rivera,Phone,48,15.27,No,5,2026-07-08T07:19:41.206112Z,Service Portal
SR-100789,2026-07-07T16:08:06.734839Z,2026-07-10T04:38:40.232133Z,Closed,Normal,Permit & Compliance,Documentation review,West Service Center,Compliance Services,F. Wright,Mobile,48,60.51,No,3,2026-07-10T04:38:40.232133Z,Contact Center
SR-100795,2026-07-07T17:33:34.951878Z,2026-07-08T18:30:51.647290Z,Closed,High,Delivery & Fulfillment,Address correction,West Service Center,Customer Care,B. Martin,Walk-in,16,24.95,Yes,,2026-07-08T18:30:51.647290Z,Contact Center
SR-100792,2026-07-07T19:34:41.109978Z,2026-07-09T19:57:24.688682Z,Closed,High,Equipment & Maintenance,Replacement request,West Service Center,Field Operations,P. Garcia,Email,16,48.38,No,3,2026-07-09T19:57:24.688682Z,Service Portal
SR-100790,2026-07-07T20:25:10.675735Z,2026-07-09T05:35:31.283249Z,Closed,High,Delivery & Fulfillment,Late delivery,West Service Center,Customer Care,K. Johnson,Email,16,33.17,No,3,2026-07-09T05:35:31.283249Z,Service Portal
SR-100800,2026-07-08T07:42:11.633202Z,2026-07-11T23:35:59.842087Z,Closed,Normal,Permit & Compliance,Application status,West Service Center,Compliance Services,O. Scott,Email,48,87.90,No,,2026-07-11T23:35:59.842087Z,Contact Center
SR-100808,2026-07-08T08:52:40.396441Z,2026-07-09T09:47:21.720097Z,Closed,Critical,Delivery & Fulfillment,Late delivery,Remote,Customer Care,K. Johnson,Web,4,24.91,No,4,2026-07-09T09:47:21.720097Z,Service Portal
SR-100807,2026-07-08T09:40:25.112886Z,2026-07-08T17:27:22.673022Z,Closed,Low,Account Access,Identity verification,West Service Center,Technical Support,S. Rivera,Phone,96,7.78,No,4,2026-07-08T17:27:22.673022Z,Service Portal
SR-100797,2026-07-08T10:40:15.295011Z,2026-07-11T02:38:37.744020Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,K. Johnson,Email,48,63.97,No,,2026-07-11T02:38:37.744020Z,Service Portal
SR-100799,2026-07-08T10:44:58.332568Z,2026-07-08T20:42:08.801103Z,Closed,Normal,Account Access,Password reset,Central Service Center,Technical Support,J. Brooks,Phone,48,9.95,No,,2026-07-08T20:42:08.801103Z,Service Portal
SR-100806,2026-07-08T13:19:08.639437Z,2026-07-09T22:05:53.039799Z,Closed,Normal,Billing & Payments,Refund request,North Service Center,Billing Operations,C. Davis,Walk-in,48,32.78,No,3,2026-07-09T22:05:53.039799Z,Field App
SR-100801,2026-07-08T14:29:46.118572Z,2026-07-10T03:38:00.471857Z,Closed,High,Permit & Compliance,Application status,Central Service Center,Compliance Services,F. Wright,Web,16,37.14,No,4,2026-07-10T03:38:00.471857Z,Service Portal
SR-100802,2026-07-08T16:28:53.160106Z,2026-07-09T19:14:33.068105Z,Closed,Low,General Inquiry,Feedback,West Service Center,Customer Care,D. Wilson,Web,96,26.76,Yes,4,2026-07-09T19:14:33.068105Z,Service Portal
SR-100803,2026-07-08T17:34:37.482928Z,2026-07-10T02:47:43.776852Z,Closed,Low,Permit & Compliance,Documentation review,West Service Center,Compliance Services,O. Scott,Email,96,33.22,Yes,3,2026-07-10T02:47:43.776852Z,Service Portal
SR-100805,2026-07-08T18:48:13.080726Z,2026-07-08T23:54:48.866694Z,Closed,High,Account Access,Password reset,Remote,Technical Support,J. Brooks,Mobile,16,5.11,No,,2026-07-08T23:54:48.866694Z,Service Portal
SR-100804,2026-07-08T18:55:04.095845Z,2026-07-11T16:52:33.849696Z,Closed,Normal,Permit & Compliance,Application status,South Service Center,Compliance Services,F. Wright,Email,48,69.96,No,4,2026-07-11T16:52:33.849696Z,Field App
SR-100798,2026-07-08T21:15:21.673714Z,2026-07-09T11:15:13.158034Z,Closed,Critical,Billing & Payments,Payment failure,Central Service Center,Billing Operations,C. Davis,Web,4,14.00,No,3,2026-07-09T11:15:13.158034Z,Field App
SR-100821,2026-07-09T08:44:21.577194Z,2026-07-09T16:51:16.704661Z,Closed,Normal,Account Access,Permission request,North Service Center,Technical Support,A. Patel,Phone,48,8.12,No,5,2026-07-09T16:51:16.704661Z,Service Portal
SR-100823,2026-07-09T10:12:29.989740Z,2026-07-09T16:00:01.327162Z,Closed,Critical,General Inquiry,Status request,Central Service Center,Customer Care,B. Martin,Web,4,5.79,No,,2026-07-09T16:00:01.327162Z,Service Portal
SR-100809,2026-07-09T10:32:51.637511Z,2026-07-10T10:50:14.165061Z,Closed,Normal,Delivery & Fulfillment,Late delivery,North Service Center,Customer Care,E. Thompson,Mobile,48,24.29,No,,2026-07-10T10:50:14.165061Z,Service Portal
SR-100824,2026-07-09T10:50:28.283819Z,2026-07-11T14:39:37.376455Z,Closed,High,Permit & Compliance,Policy clarification,,Compliance Services,O. Scott,Web,16,51.82,No,4,2026-07-11T14:39:37.376455Z,Service Portal
SR-100818,2026-07-09T12:01:17.407735Z,2026-07-10T13:58:29.809710Z,Closed,Normal,Delivery & Fulfillment,Late delivery,South Service Center,Customer Care,K. Johnson,Mobile,48,25.95,No,5,2026-07-10T13:58:29.809710Z,Service Portal
SR-100820,2026-07-09T12:30:17.291989Z,2026-07-10T12:37:11.624165Z,Closed,Normal,Account Access,Password reset,Remote,Technical Support,A. Patel,Web,48,24.12,No,5,2026-07-10T12:37:11.624165Z,Field App
SR-100815,2026-07-09T12:31:14.247950Z,2026-07-11T00:14:19.811473Z,Closed,High,General Inquiry,Status request,West Service Center,Customer Care,B. Martin,Web,16,35.72,No,,2026-07-11T00:14:19.811473Z,Contact Center
SR-100814,2026-07-09T13:11:32.728817Z,2026-07-10T04:39:18.519894Z,Closed,High,Billing & Payments,Refund request,North Service Center,Billing Operations,L. Moore,Web,16,15.46,No,4,2026-07-10T04:39:18.519894Z,Contact Center
SR-100817,2026-07-09T14:37:05.456559Z,2026-07-10T16:05:01.709972Z,Closed,Normal,Account Access,Password reset,South Service Center,Technical Support,J. Brooks,Web,48,25.47,No,4,2026-07-10T16:05:01.709972Z,Contact Center
SR-100810,2026-07-09T15:47:38.796104Z,2026-07-11T02:17:54.958077Z,Closed,Normal,Delivery & Fulfillment,Damaged item,,Customer Care,K. Johnson,Phone,48,34.50,No,,2026-07-11T02:17:54.958077Z,Service Portal
SR-100812,2026-07-09T17:11:10.464551Z,2026-07-10T22:35:13.239159Z,Closed,Low,Delivery & Fulfillment,Damaged item,North Service Center,Customer Care,E. Thompson,Email,96,29.40,No,,2026-07-10T22:35:13.239159Z,Service Portal
SR-100811,2026-07-09T17:37:50.561859Z,2026-07-10T18:29:46.438037Z,Closed,Normal,Billing & Payments,Payment failure,West Service Center,Billing Operations,R. Williams,Phone,48,24.87,No,4,2026-07-10T18:29:46.438037Z,Service Portal
SR-100813,2026-07-09T18:06:44.308340Z,2026-07-09T22:36:07.147391Z,Closed,High,General Inquiry,Feedback,Central Service Center,Customer Care,B. Martin,Mobile,16,4.49,No,,2026-07-09T22:36:07.147391Z,Service Portal
